paso,x,y,radio,f_net,gap,freno
2070,-0.5768470765663731,-0.2241999625528361,0.6186695850695612,1.979090236536684,0.0050402429056332,6.04370745942385e-05
2080,-0.5745465842227184,-0.2357851077092715,0.6208291503240245,1.969187705761976,0.0049332764770437,5.771628198984662e-05
2090,-0.5720640135692314,-0.247295529112554,0.6230083819083394,1.9592617730054056,0.0048276218411091,5.509445200390536e-05
2100,-0.5694016969145947,-0.2587282474545289,0.6252060074438152,1.949319446491851,0.0047233520319507,5.2570694893659866e-05
2110,-0.5665620050232814,-0.2700803679413142,0.6274207689503059,1.9393675058095612,0.0046205331958293,5.014382849952254e-05
2120,-0.5635473439385004,-0.2813490798109406,0.6296514236676658,1.9294125002865496,0.0045192248147852,4.781241069036345e-05
2130,-0.5603601519022227,-0.2925316557402211,0.6318967448044785,1.9194607481462176,0.0044194799443181,4.557477044363883e-05
2140,-0.5570028963745661,-0.3036254511487931,0.6341555222164386,1.9095183363908648,0.0043213454625023,4.3429037425657686e-05
2150,-0.5534780711542904,-0.3146279034081092,0.6364265630168849,1.899591121361912,0.0042248623280897,4.137316997026095e-05
2160,-0.5497881936016681,-0.3255365309629632,0.638708692122084,1.8896847299261688,0.0041300658453115,3.940498138428147e-05
2170,-0.5459358019645506,-0.3363489323729233,0.6410007527339364,1.8798045612383143,0.0040369859332587,3.7522164535291375e-05
2180,-0.5419234528080168,-0.3470627852808116,0.6433016067628313,1.869955789030816,0.0039456473978894,3.5722314701318296e-05
2190,-0.5377537185476126,-0.357675845315123,0.6456101351934083,1.860143364383868,0.0038560702048786,3.400295068344641e-05
2200,-0.533429185085828,-0.3681859449330162,0.6479252383960009,1.850372018929426,0.0037682697516953,3.236153420061609e-05
2210,-0.5289524495511327,-0.3785909922102382,0.6502458363865354,1.8406462684450664,0.0036822571374532,3.079548760161759e-05
2220,-0.5243261181385974,-0.3888889695840691,0.6525708690376429,1.8309704167952496,0.0035980394292412,2.930220994239096e-05
2230,-0.5195528040508617,-0.3990779325550899,0.6548992962437151,1.8213485601794293,0.0035156199237935,2.7879091487477145e-05
2240,-0.5146351255379675,-0.4091560083532924,0.657230098042592,1.811784591648459,0.0034349984035035,2.6523526703003772e-05
2250,-0.5095757040343694,-0.4191213945737665,0.6595622746965222,1.8022822058527657,0.0033561713859255,2.52329258151234e-05
2260,-0.5043771623912429,-0.4289723577869129,0.6618948467349764,1.7928449039878334,0.0032791323660387,2.400472501256471e-05
2270,-0.4990421232020507,-0.4387072321278509,0.6642268549618261,1.7834759989046047,0.0032038720506695,2.2836395375099982e-05
2280,-0.4935732072191912,-0.4483244178694109,0.6665573604293338,1.7741786203544712,0.0031303785845829,2.1725450611463907e-05
2290,-0.4879730318594231,-0.4578223799828284,0.668885444381314,1.7649557203405932,0.0030586377678558,2.066945369078483e-05
2300,-0.4822442097956774,-0.4671996466899925,0.6712102081677512,1.75581007854926,0.0029886332642448,1.9666022451059184e-05
2310,-0.4763893476327738,-0.4764548080108386,0.6735307731330711,1.7467443078370055,0.0029203468003466,1.871283426680148e-05
2320,-0.4704110446645011,-0.4855865143092255,0.6758462804801729,1.737760859751084,0.002853758355427,1.7807629855875414e-05
2330,-0.4643118917094764,-0.4945934748403928,0.678155891112249,1.7288620300627515,0.0027888463418691,1.694821630279171e-05
2340,-0.458094470023157,-0.503474456302859,0.680458785454319,1.7200499642946052,0.0027255877762524,1.613246937258526e-05
2350,-0.4517613502833679,-0.5122282813973972,0.6827541632563222,1.7113266632248998,0.0026639584411302,1.5358335185853507e-05
2360,-0.445315091646693,-0.5208538273955051,0.6850412433795207,1.7026939883534198,0.0026039330376237,1.4623831321758405e-05
2370,-0.4387582408730847,-0.5293500247195829,0.6873192635678744,1.694153667315022,0.0025454853289926,1.3927047411850102e-05
2380,-0.4320933315160593,-0.5377158555368349,0.6895874802059655,1.6857072992284214,0.0024885882753785,1.326614528353465e-05
2390,-0.4253228831758653,-0.54595035236872,0.6918451680649603,1.6773563599691852,0.0024332141599493,1.2639358707946546e-05
2400,-0.4184494008130439,-0.5540525967176041,0.6940916200380138,1.6691022073572097,0.0023793347066961,1.2044992802952852e-05
2410,-0.4114753741198346,-0.5620217177120936,0.6963261468664401,1.6609460862501553,0.0023269211901586,1.1481423138051276e-05
2420,-0.4044032769469222,-0.5698568907723754,0.698548076857891,1.6528891335354785,0.0022759445373686,1.0947094584071156e-05
2430,-0.397235566783071,-0.5775573362967338,0.7007567555977088,1.6449323830147395,0.0022263754223138,1.044051994686577e-05
2440,-0.3899746842852392,-0.5851223183702802,0.7029515456545438,1.6370767701748778,0.0021781843532364,9.96027842062479e-06
2450,-0.382623052856829,-0.5925511434967956,0.7051318262812576,1.6293231368420205,0.0021313417530822,9.505013893049584e-06
2460,-0.37518307827178,-0.599843159354464,0.7072969931120587,1.6216722357142763,0.0020858180334235,9.073433131434576e-06
2470,-0.3676571483422806,-0.6069977535761575,0.7094464578567569,1.614124734770713,0.0020415836621755,8.664303875690738e-06
2480,-0.3600476326279333,-0.6140143525548339,0.7115796479929551,1.6066812215544195,0.0019986092254285,8.276452861536382e-06
2490,-0.3523568821842751,-0.620892420274497,0.7136960064569419,1.5993422073282224,0.0019568654837109,7.908763794466145e-06
2500,-0.3445872293486215,-0.627631457167088,0.7157949913339803,1.5921081311022025,0.0019163234229963,7.56017529268954e-06
2510,-0.3367409875612703,-0.634230998995586,0.7178760755486512,1.5849793635326748,0.0018769543007578,7.229678814997376e-06
2520,-0.3288204512201663,-0.6406906157635149,0.719938746555835,1.5779562106928158,0.0018387296873697,6.916316587470994e-06
2530,-0.3208278955671988,-0.6470099106509881,0.7219825060328893,1.571038917715497,0.0018016215031436,6.619179541074895e-06
2540,-0.3127655766043711,-0.6531885189773503,0.7240068695735152,1.5642276723093174,0.0017656020512796,6.337405270473745e-06
2550,-0.3046357310381453,-0.6592261071904173,0.7260113663837737,1.5575226081491422,0.0017306440470026,6.070176022870223e-06
2560,-0.2964405762503352,-0.6651223718822609,0.7279955389806657,1.550923808142757,0.0016967206431428,5.8167167242678494e-06
2570,-0.2881823102939841,-0.6708770388314299,0.7299589428936505,1.544431307575535,0.0016638054524093,5.576293049310839e-06
2580,-0.2798631119127296,-0.6764898620714624,0.7319011463694473,1.538045097135201,0.0016318725665957,5.348209539731222e-06
2590,-0.2714851405822195,-0.6819606229854933,0.7338217300804214,1.5317651258190252,0.0016008965729431,5.131807775434605e-06
2600,-0.2630505365722056,-0.687289129426731,0.735720286836833,1.5255913037258966,0.0015708525678784,4.926464601368359e-06
2610,-0.2545614210280026,-0.6924752148645424,0.7375964213031889,1.5195235047359266,0.0015417161683315,4.731590412532605e-06
2620,-0.2460198960700595,-0.6975187375558535,0.7394497497189184,1.5135615690802802,0.0015134635208268,4.546627498804754e-06
2630,-0.2374280449104449,-0.7024195797415512,0.7412798996235587,1.5077053058040948,0.0014860713085326,4.371048450646587e-06
2640,-0.2287879319851075,-0.707177646867549,0.7430865095866221,1.5019544951253712,0.0014595167564414,4.204354626237886e-06
2650,-0.2201016031008241,-0.7117928668301535,0.7448692289422839,1.4963088906928057,0.001433777634845,4.0460746801293374e-06
2660,-0.2113710855958014,-0.7162651892453605,0.7466277175290184,1.4907682217455558,0.0014088322612574,3.895763153117614e-06
2670,-0.2025983885129482,-0.7205945847416892,0.7483616454342846,1.4853321951779614,0.0013846595009308,3.7529991227167033e-06
2680,-0.1937855027848826,-0.7247810442761529,0.7500706927443511,1.4800004975122545,0.0013612387660974,3.617384913319808e-06
2690,-0.1849344014297874,-0.7288245784729542,0.7517545492993275,1.4747727967822766,0.0013385500140666,3.4885448649150127e-06
2700,-0.1760470397572715,-0.7327252169844873,0.7534129144534613,1.4696487443312378,0.001316573744292,3.366124159026487e-06
2710,-0.1671253555834391,-0.7364830078742193,0.7550454968407375,1.4646279765264854,0.0012952909945206,3.249787700399401e-06
2720,-0.1581712694544089,-0.7400980170210228,0.7566520141458165,1.4597101163942607,0.0012746833361257,3.1392190528241483e-06
2730,-0.1491866848775694,-0.7435703275445279,0.7582321928803204,1.4548947751773602,0.0012547328687181,3.034119427402778e-06
2740,-0.1401734885598912,-0.7469000392510579,0.759785768164482,1.450181553818575,0.0012354222141236,2.934206721491287e-06
2750,-0.1311335506526562,-0.7500872680997187,0.7613124835141504,1.4455700443727333,0.0012167345098105,2.839214606505012e-06
2760,-0.1220687250019993,-0.7531321456882054,0.762812090633143,1.4410598313501253,0.0011986534018391,2.7488916627460053e-06
2770,-0.1129808494046902,-0.7560348187579004,0.7642843492109274,1.4366504929940052,0.0011811630374061,2.663000559399333e-06
2780,-0.1038717458686178,-0.7587954487178318,0.7657290267256046,1.4323416024948283,0.0011642480570462,2.581317277847304e-06
2790,-0.0947432208774682,-0.7614142111870741,0.7671458982521662,1.4281327291437995,0.0011478935865512,2.5036303764641183e-06
2800,-0.0855970656591186,-0.7638912955551682,0.7685347462759836,1.4240234394282476,0.0011320852286593,2.429740295077306e-06
2810,-0.0764350564572958,-0.7662269045601541,0.7698953605114935,1.420013298071258,0.0011168090545663,2.3594586973137465e-06
2820,-0.0672589548060766,-0.7684212538838043,0.7712275377260259,1.4161018690179523,0.001102051595303,2.292607849087408e-06
2830,-0.0580705078068304,-0.7704745717636645,0.7725310815687332,1.4122887163706974,0.0010877998330206,2.229020031529327e-06
2840,-0.0488714484072309,-0.7723870986215039,0.7738058024045593,1.408573405275471,0.0010740411922224,2.168536986709868e-06
2850,-0.0396634956819849,-0.774159086707795,0.7750515171531994,1.404955502761554,0.0010607635309756,2.111009394554445e-06
2860,-0.0304483551149485,-0.7757907997618453,0.7762680491329887,1.4014345785366,0.001047955132136,2.056296379409117e-06
2870,-0.0212277188823223,-0.7772825126872107,0.7774552279096599,1.3980102057391193,0.0010356046946124,2.0042650447686107e-06
2880,-0.0120032661366352,-0.7786345112420353,0.7786128891499119,1.3946819616502877,0.0010237013246973,1.954790034736688e-06
2890,-0.0027766632912459,-0.7798470917439633,0.7797408744797216,1.3914494283669587,0.0010122345274865,1.907753120847381e-06
2900,0.0064504356948907,-0.7809205607892835,0.7808390313473399,1.3883121934376683,0.0010011941984098,1.8630428129335276e-06
2910,0.0156763890324313,-0.7818552349859759,0.7819072128909071,1.3852698504633447,0.0009905706148893,1.820553992787213e-06
2920,0.0248995668170457,-0.7826514407003315,0.7829452778106196,1.3823219996644016,0.0009803544281437,1.7801875694145454e-06
2930,0.0341183507452214,-0.7833095138168402,0.7839530902453902,1.3794682484157743,0.0009705366551535,1.7418501547431137e-06
2940,0.0433311338306625,-0.7838297995110355,0.7849305196539313,1.3767082117514429,0.0009611086707989,1.7054537586968847e-06
2950,0.0525363201214653,-0.7842126520350067,0.7858774407002046,1.3740415128398802,0.0009520622001837,1.670915502606768e-06
2960,0.0617323244182377,-0.7844584345152914,0.7867937331431669,1.3714677834318325,0.0009433893111549,1.6381573499786426e-06
