n_points,radius_min,radius_max,radius_mean,theta_start_rad,theta_end_rad,theta_span_rad,theta_span_deg,F_newton_mean,F_newton_std,F_GEO_public_mean,F_GEO_public_std,phase_mean,phase_std,ratio_mean,ratio_std,curvature_proxy_mean,curvature_proxy_std,gap_mean,freno_mean,f_net_mean
1000,0.5624439729755477,0.8,0.6940489499682975,0.001125001401482756,15.637075038218919,15.635950036817436,895.8739457870631,2.173740906918888,0.55148688708364,-0.00838319723994551,1.5841010463339134,-0.007010002366692266,0.7046101699966406,-0.007010002366692268,0.7046101699966406,3.2786270216997313e-07,8.123546848806666e-05,0.0033388817900241096,4.530063867004834e-05,1.7086179412467006
